Group,Filename,Structural_Phi,Order_Parameter_r,Invariant_Delta,Clinical_State
statistical_tests,pcg64-testset-1_1504.csv,6.92e+02,0.001,0.849,DYNAMIC_FLOW
statistical_tests,pcg64-testset-2_1546.csv,6.92e+02,0.001,0.849,DYNAMIC_FLOW
statistical_tests,pcg64dxsm-testset-2_1498.csv,6.92e+02,0.001,0.849,DYNAMIC_FLOW
SIGNATURE_CORE,influence_measures_bool_R_1695.csv,1.39e+02,0.005,0.845,DYNAMIC_FLOW
Signature_summary,signaturelab_summary_313.csv,3.00e+00,930.4012,929.5512,CRITICAL_BREAKDOWN
Signature_summary,signaturelab_summary_754.csv,3.00e+00,957.0182,956.1682,CRITICAL_BREAKDOWN
Signature_summary,signaturelab_summary_820.csv,3.00e+00,949.1846,948.3346,CRITICAL_BREAKDOWN
Signature_summary,signaturelab_summary_822.csv,3.00e+00,969.9609,969.1109,CRITICAL_BREAKDOWN
Signature_summary,signaturelab_summary_1202.csv,3.00e+00,967.7978,966.9478,CRITICAL_BREAKDOWN
DYNAMICS_ENGINE,transition_early_warning_series.csv,5.75e+01,10.4622,9.6122,CRITICAL_BREAKDOWN
signature_with_FSI,signaturelab_with_FSI copia.csv,5.02e+01,37.06,36.21,CRITICAL_BREAKDOWN
signature_with_FSI,signaturelab_with_FSI_440.csv,5.02e+01,37.0003,36.1503,CRITICAL_BREAKDOWN
signature_with_FSI,signaturelab_with_FSI_470.csv,5.02e+01,36.9725,36.1225,CRITICAL_BREAKDOWN
signature_with_FSI,signaturelab_with_FSI_477.csv,5.02e+01,36.9356,36.0856,CRITICAL_BREAKDOWN
signature_with_FSI,signaturelab_with_FSI_578.csv,5.02e+01,36.9216,36.0716,CRITICAL_BREAKDOWN
signature_with_FSI,signaturelab_with_FSI_780.csv,5.02e+01,37.0466,36.1966,CRITICAL_BREAKDOWN
signature_with_FSI,signaturelab_with_FSI_812.csv,5.02e+01,37.329,36.479,CRITICAL_BREAKDOWN
signature_with_FSI,signaturelab_with_FSI_918.csv,5.02e+01,37.2079,36.3579,CRITICAL_BREAKDOWN
signature_with_FSI,signaturelab_with_FSI_1560.csv,5.02e+01,37.2543,36.4043,CRITICAL_BREAKDOWN
signature_with_FSI,signaturelab_with_FSI_1595.csv,5.02e+01,37.3055,36.4555,CRITICAL_BREAKDOWN
signature_with_FSI,signaturelab_with_FSI.csv,5.02e+01,37.0887,36.2387,CRITICAL_BREAKDOWN
regime&transitions,transitions_1449.csv,5.22e+02,0.0001,0.8499,DYNAMIC_FLOW
regime&transitions,transitions_1526.csv,5.22e+02,0.0001,0.8499,DYNAMIC_FLOW
regime&transitions,transitions.csv,5.22e+02,0.0001,0.8499,DYNAMIC_FLOW
PREDICTION_ENGINE,top_critical_windows.csv,nan,,,DYNAMIC_FLOW
prediction_outputs,prediction_from_mgcv_1646.csv,6.92e+02,0.001,0.849,DYNAMIC_FLOW
prediction_outputs,prediction_from_mgcv.csv,6.92e+02,0.001,0.849,DYNAMIC_FLOW
MODEL_OUTPUTS,B_instability_index.csv,nan,,,DYNAMIC_FLOW
MODEL_OUTPUTS,batch_rank_by_consistency.csv,1.47e+02,118.4591,117.6091,CRITICAL_BREAKDOWN
MODEL_OUTPUTS,E6_853.csv,1.80e+01,0.038,0.812,DYNAMIC_FLOW
MODEL_OUTPUTS,E6.csv,1.80e+01,0.038,0.812,DYNAMIC_FLOW
MODEL_OUTPUTS,factor_data_789.csv,9.25e+01,0.1701,0.6799,DYNAMIC_FLOW
MODEL_OUTPUTS,factor_data.csv,9.25e+01,0.1701,0.6799,DYNAMIC_FLOW
MODEL_OUTPUTS,factors_stata_1032.csv,1.06e+02,0.1309,0.7191,DYNAMIC_FLOW
MODEL_OUTPUTS,factors_stata.csv,1.06e+02,0.1309,0.7191,DYNAMIC_FLOW
MODEL_OUTPUTS,gam_PIRLS_results_681.csv,6.86e+01,0.01,0.84,DYNAMIC_FLOW
MODEL_OUTPUTS,gam_PIRLS_results.csv,6.86e+01,0.01,0.84,DYNAMIC_FLOW
MODEL_OUTPUTS,gee_logistic_1.csv,6.86e+01,0.0101,0.8399,DYNAMIC_FLOW
MODEL_OUTPUTS,gee_nested_linear_1.csv,1.38e+02,0.0051,0.8449,DYNAMIC_FLOW
MODEL_OUTPUTS,gee_nominal_1_494.csv,1.38e+02,0.005,0.845,DYNAMIC_FLOW
MODEL_OUTPUTS,gee_nominal_1.csv,1.38e+02,0.005,0.845,DYNAMIC_FLOW
MODEL_OUTPUTS,gee_ordinal_1_964.csv,1.38e+02,0.005,0.845,DYNAMIC_FLOW
MODEL_OUTPUTS,gee_ordinal_1.csv,1.38e+02,0.005,0.845,DYNAMIC_FLOW
MODEL_OUTPUTS,gee_poisson_1.csv,6.86e+01,0.0101,0.8399,DYNAMIC_FLOW
MODEL_OUTPUTS,igaussident_resids_945.csv,4.99e+03,0.1755,0.6745,DYNAMIC_FLOW
MODEL_OUTPUTS,igaussident_resids.csv,4.99e+03,0.1757,0.6743,DYNAMIC_FLOW
MODEL_OUTPUTS,influence_measures_R_946.csv,1.39e+02,0.005,0.845,DYNAMIC_FLOW
MODEL_OUTPUTS,influence_measures_R.csv,1.39e+02,0.005,0.845,DYNAMIC_FLOW
MODEL_OUTPUTS,inv_gaussian.csv,1.16e+04,0.4814,0.3686,DYNAMIC_FLOW
MODEL_OUTPUTS,lasso_data.csv,1.51e+03,0.0013,0.8487,DYNAMIC_FLOW
MODEL_OUTPUTS,lme09.csv,6.86e+01,0.0101,0.8399,DYNAMIC_FLOW
MODEL_OUTPUTS,logit_gam_mgcv.csv,1.38e+02,0.005,0.845,DYNAMIC_FLOW
MODEL_OUTPUTS,medparlogresids.csv,1.03e+04,0.0314,0.8186,DYNAMIC_FLOW
MODEL_OUTPUTS,mstl_test_results.csv,1.95e+04,0.0002,0.8498,DYNAMIC_FLOW
MODEL_OUTPUTS,ologit_ucla_861.csv,1.38e+02,0.6067,0.2433,DYNAMIC_FLOW
MODEL_OUTPUTS,ologit_ucla.csv,1.38e+02,0.6067,0.2433,DYNAMIC_FLOW
MODEL_OUTPUTS,resids_css_c.csv,nan,,,DYNAMIC_FLOW
MODEL_OUTPUTS,resids_css_nc_305.csv,1.82e+02,0.2118,0.6382,DYNAMIC_FLOW
MODEL_OUTPUTS,resids_css_nc.csv,1.82e+02,0.2118,0.6382,DYNAMIC_FLOW
MODEL_OUTPUTS,resids_exact_nc.csv,1.82e+02,0.2121,0.6379,DYNAMIC_FLOW
MODEL_OUTPUTS,gee_linear_1.csv,6.86e+01,0.0101,0.8399,DYNAMIC_FLOW
MODEL_OUTPUTS,gee_poisson_1_1240.csv,6.86e+01,0.0101,0.8399,DYNAMIC_FLOW
MODEL_OUTPUTS,fair_1307.csv,1.12e+04,647.2012,646.3512,CRITICAL_BREAKDOWN
MODEL_OUTPUTS,results_kde_1262.csv,4.10e+00,6.0405,5.1905,CRITICAL_BREAKDOWN
MODEL_OUTPUTS,test_lowess_delta_1304.csv,3.38e+02,0.0063,0.8437,DYNAMIC_FLOW
MODEL_OUTPUTS,enet_poisson.csv,1.42e+02,33.4783,32.6283,CRITICAL_BREAKDOWN
MODEL_OUTPUTS,enet_poisson_1574.csv,1.42e+02,36.6998,35.8498,CRITICAL_BREAKDOWN
PREDICTIONS,ARMLEConstantPredict_134.csv,2.30e+02,0.003,0.847,DYNAMIC_FLOW
PREDICTIONS,ARMLEConstantPredict.csv,2.30e+02,0.003,0.847,DYNAMIC_FLOW
CHANNEL_MAPS,Artemis123_ChannelMap_550.csv,nan,,,DYNAMIC_FLOW
CHANNEL_MAPS,Artemis123_ChannelMap_854.csv,nan,,,DYNAMIC_FLOW
CHANNEL_MAPS,Artemis123_ChannelMap.csv,nan,,,DYNAMIC_FLOW
CHANNEL_MAPS,Artemis123_mneLoc_1350.csv,9.92e+01,0.5774,0.2726,DYNAMIC_FLOW
formula_test_2026-02-15_10-12-02,formula_test_all_20260215_100355.csv,1.84e+03,0.0025,0.8475,DYNAMIC_FLOW
formula_test_2026-02-15_10-12-02,formula_test_all_20260215_100355.csv,1.84e+03,0.0025,0.8475,DYNAMIC_FLOW
CSV,NeuroCore_SIGMA_batch.csv,7.75e+03,0.2755,0.5745,DYNAMIC_FLOW
CSV,NeuroCore_IRCCS_CSP.csv,nan,,,DYNAMIC_FLOW
CSV,02_Heart_Rate_Dynamics.csv,3.66e+03,0.0604,0.7896,DYNAMIC_FLOW
CSV,03_Neural_Network_Weights.csv,2.72e+03,1.9617,1.1117,CRITICAL_BREAKDOWN
CSV,04_Stock_Market_Volatility.csv,4.15e+02,0.0023,0.8477,DYNAMIC_FLOW
CSV,06_Global_Entropy_Signal.csv,6.79e+02,0.0334,0.8166,DYNAMIC_FLOW
CSV,07_Seismic_Vibrations.csv,6.04e+03,0.0079,0.8421,DYNAMIC_FLOW
CSV,08_Atmospheric_Flux.csv,3.56e+02,0.0322,0.8178,DYNAMIC_FLOW
CSV,09_Neuro_Spike_Train_Proxy.csv,3.48e+01,0.023,0.827,DYNAMIC_FLOW
CSV,NeuroCore_fNIRS_metrics_v5_1.csv,7.35e+03,0.0002,0.8498,DYNAMIC_FLOW
dataset_B_Lorenz,lorenz_normal_train.csv,2.99e+02,0.056,0.794,DYNAMIC_FLOW
dataset_B_Lorenz,lorenz_transition_test.csv,2.47e+03,0.0076,0.8424,DYNAMIC_FLOW
dataset_B_Lorenz,lorenz_transition_val.csv,1.37e+03,0.0117,0.8383,DYNAMIC_FLOW
KS_Official,X1test_timesteps.csv,2.46e+01,0.04,0.81,DYNAMIC_FLOW
KS_Official,X2test_timesteps.csv,6.93e+03,0.0001,0.8499,DYNAMIC_FLOW
KS_Official,X3test_timesteps.csv,6.92e+02,0.001,0.849,DYNAMIC_FLOW
KS_Official,X4test_timesteps.csv,6.93e+03,0.0001,0.8499,DYNAMIC_FLOW
KS_Official,X5test_timesteps.csv,6.92e+02,0.001,0.849,DYNAMIC_FLOW
KS_Official,X6test_timesteps.csv,6.92e+02,0.001,0.849,DYNAMIC_FLOW
KS_Official,X7test_timesteps.csv,6.92e+02,0.001,0.849,DYNAMIC_FLOW
KS_Official,X8test_timesteps.csv,6.92e+02,0.001,0.849,DYNAMIC_FLOW
KS_Official,X9test_timesteps.csv,6.92e+02,0.001,0.849,DYNAMIC_FLOW
Results_validation_data,test_eeg.csv,nan,,,DYNAMIC_FLOW
ASHI_test2,test_eeg.csv,nan,,,DYNAMIC_FLOW
TEST,dati_tempesta_solare.csv,1.77e+04,0.0035,0.8465,DYNAMIC_FLOW
TEST,e4f8f5d1-4e08-484a-a659-4b22464b2cb6.csv,6.72e+02,0.001,0.849,DYNAMIC_FLOW
ASHI_CORE_FINAL_REPORT,CROSS_VALIDATION_PERCOLATION.csv,1.56e+03,0.0005,0.8495,DYNAMIC_FLOW
ASHI_CORE_FINAL_REPORT,FINAL_CROSS_DOMAIN_STABILITY_REPORT.csv,1.56e+03,0.0005,0.8495,DYNAMIC_FLOW
ASHI_CORE_FINAL_REPORT,PERCOLATION_REPORT_SIG.csv,1.56e+03,0.0005,0.8495,DYNAMIC_FLOW
_neurocore_full_analysis,discovery_map.csv,1.33e+03,0.0333,0.8167,DYNAMIC_FLOW
_neurocore_full_analysis,neurocore_full_dataset_audit.csv,3.53e+01,124.2015,123.3515,CRITICAL_BREAKDOWN
_cross_dataset_validation_neurocore,schema_inspection_report.csv,nan,,,DYNAMIC_FLOW
India+Tanzania,INDIA__df_z.csv,nan,,,DYNAMIC_FLOW
India+Tanzania,INDIA__Z.csv,5.03e+03,22183.983,22183.133,CRITICAL_BREAKDOWN
India+Tanzania,INDIA__subset.csv,2.32e+03,22281.0455,22280.1955,CRITICAL_BREAKDOWN
India+Tanzania,INDIA__top_windows.csv,nan,,,DYNAMIC_FLOW
India+Tanzania,INDIA__df0.csv,nan,,,DYNAMIC_FLOW
India+Tanzania,INDIA__df_z__dup__1771539594.csv,nan,,,DYNAMIC_FLOW
India+Tanzania,INDIA__Z__dup__1771539594.csv,5.03e+03,22198.8715,22198.0215,CRITICAL_BREAKDOWN
India+Tanzania,INDIA__subset__dup__1771539614.csv,2.32e+03,22281.878,22281.028,CRITICAL_BREAKDOWN
India+Tanzania,INDIA__top_windows__dup__1771539632.csv,nan,,,DYNAMIC_FLOW
India+Tanzania,INDIA__df0__dup__1771539632.csv,nan,,,DYNAMIC_FLOW
MDD,lme03_1720.csv,6.86e+01,0.0103,0.8397,DYNAMIC_FLOW
MDD,mstl_test_results_1493.csv,1.95e+04,0.0002,0.8498,DYNAMIC_FLOW
CHBMIT,chb_earlywarning_metrics_703.csv,5.54e+03,0.0001,0.8499,DYNAMIC_FLOW
CHBMIT,chb_earlywarning_metrics.csv,5.54e+03,0.0001,0.8499,DYNAMIC_FLOW
CHBMIT,chb_ictal_features_300.csv,2.33e+05,0.0001,0.8499,DYNAMIC_FLOW
CHBMIT,chb_ictal_features_338.csv,2.33e+05,0.0001,0.8499,DYNAMIC_FLOW
CHBMIT,chb_ictal_features_530.csv,2.33e+05,0.0001,0.8499,DYNAMIC_FLOW
CHBMIT,chb_ictal_features_874.csv,1.75e+05,0.0001,0.8499,DYNAMIC_FLOW
CHBMIT,chb_ictal_features_881.csv,2.33e+05,0.0001,0.8499,DYNAMIC_FLOW
CHBMIT,chb_ictal_features.csv,2.33e+05,0.0001,0.8499,DYNAMIC_FLOW
CHBMIT,chb_preictal_baseline_ready_425.csv,5.54e+03,0.0001,0.8499,DYNAMIC_FLOW
CHBMIT,chb_preictal_baseline_ready_569.csv,5.54e+03,0.0001,0.8499,DYNAMIC_FLOW
CHBMIT,chb_preictal_baseline_ready_613.csv,nan,,,DYNAMIC_FLOW
CHBMIT,chb_preictal_baseline_ready.csv,5.54e+03,0.0001,0.8499,DYNAMIC_FLOW
CHBMIT,chb_window_timeseries_sample_141.csv,3.23e+02,0.0016,0.8484,DYNAMIC_FLOW
CHBMIT,chb_window_timeseries_sample_180.csv,3.23e+02,0.0016,0.8484,DYNAMIC_FLOW
CHBMIT,chb_window_timeseries_sample_404.csv,3.23e+02,0.0016,0.8484,DYNAMIC_FLOW
CHBMIT,chb_window_timeseries_sample_431.csv,3.23e+02,0.0016,0.8484,DYNAMIC_FLOW
CHBMIT,chb_window_timeseries_sample_632.csv,3.23e+02,0.0016,0.8484,DYNAMIC_FLOW
CHBMIT,chb_window_timeseries_sample_735.csv,3.23e+02,0.0016,0.8484,DYNAMIC_FLOW
CHBMIT,chb_window_timeseries_sample_1024.csv,3.23e+02,0.0016,0.8484,DYNAMIC_FLOW
CHBMIT,chb_window_timeseries_sample.csv,3.23e+02,0.0016,0.8484,DYNAMIC_FLOW
CHBMIT,chb02_17_delta_corr_timeseries_167.csv,1.28e+03,0.0003,0.8497,DYNAMIC_FLOW
CHBMIT,chb02_17_delta_corr_timeseries_224.csv,1.28e+03,0.0003,0.8497,DYNAMIC_FLOW
CHBMIT,chb02_17_delta_corr_timeseries_272.csv,1.28e+03,0.0003,0.8497,DYNAMIC_FLOW
CHBMIT,chb02_17_delta_corr_timeseries_1065.csv,1.28e+03,0.0003,0.8497,DYNAMIC_FLOW
CHBMIT,chb02_17_delta_corr_timeseries.csv,1.28e+03,0.0003,0.8497,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_dyn_216.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_dyn_322.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_dyn_335.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_dyn_669.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_dyn_865.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_dyn_948.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_dyn.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_entropy_199.csv,6.41e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_entropy_276.csv,6.41e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_entropy_367.csv,6.41e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_entropy_385.csv,6.41e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_entropy_676.csv,6.41e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_entropy_720.csv,6.41e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_entropy_727.csv,6.41e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_entropy_900.csv,6.41e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_entropy.csv,6.41e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_FSI_t_211.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_FSI_t_294.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_FSI_t_395.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_FSI_t_396.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_FSI_t_429.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_FSI_t_549.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_FSI_t_612.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_FSI_t_698.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_FSI_t_759.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_FSI_t_1060.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_FSI_t.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,transitions_336.csv,5.22e+02,0.0001,0.8499,DYNAMIC_FLOW
CHBMIT,chb_ictal_features_1094.csv,2.33e+05,0.0001,0.8499,DYNAMIC_FLOW
CHBMIT,chb_window_timeseries_sample_1097.csv,3.23e+02,0.0016,0.8484,DYNAMIC_FLOW
CHBMIT,chb02_17_delta_corr_timeseries_1119.csv,1.28e+03,0.0003,0.8497,DYNAMIC_FLOW
CHBMIT,chb02_17_delta_corr_timeseries_1122.csv,1.28e+03,0.0003,0.8497,DYNAMIC_FLOW
CHBMIT,epil.csv,1.63e+02,0.0042,0.8458,DYNAMIC_FLOW
CHBMIT,chb_ictal_features_1187.csv,2.33e+05,0.0001,0.8499,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_entropy_1172.csv,6.41e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb_window_timeseries_sample_1282.csv,3.23e+02,0.0016,0.8484,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_dyn_1264.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_dyn_1322.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_dyn_1356.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_FSI_t_1250.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,epil_1196.csv,1.63e+02,0.0042,0.8458,DYNAMIC_FLOW
CHBMIT,windows_labeled_1349.csv,3.30e+03,0.0001,0.8499,DYNAMIC_FLOW
CHBMIT,windows_scored_preictal_index_1294.csv,3.30e+03,0.0001,0.8499,DYNAMIC_FLOW
CHBMIT,windows_scored_preictal_index_1348.csv,3.30e+03,0.0001,0.8499,DYNAMIC_FLOW
CHBMIT,chb_preictal_baseline_ready_1453.csv,5.54e+03,0.0001,0.8499,DYNAMIC_FLOW
CHBMIT,chb_preictal_baseline_ready_1541.csv,5.54e+03,0.0001,0.8499,DYNAMIC_FLOW
CHBMIT,chb02_17_delta_corr_timeseries_1554.csv,1.28e+03,0.0003,0.8497,DYNAMIC_FLOW
CHBMIT,chb02_17_delta_corr_timeseries_1565.csv,1.28e+03,0.0003,0.8497,DYNAMIC_FLOW
CHBMIT,chb02_17_delta_corr_timeseries_1590.csv,1.28e+03,0.0003,0.8497,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_dyn_1480.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_dyn_1616.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_entropy_1629.csv,6.41e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_entropy_1653.csv,6.41e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_FSI_t_1444.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb03_chb03_01_functional_stability_stepC_FSI_t_1558.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
CHBMIT,chb_earlywarning_metrics_1710.csv,5.54e+03,0.0001,0.8499,DYNAMIC_FLOW
CHBMIT,windows_scored_preictal_index_1619.csv,3.30e+03,0.0001,0.8499,DYNAMIC_FLOW
CHBMIT,windows_scored_preictal_index_1690.csv,3.30e+03,0.0001,0.8499,DYNAMIC_FLOW
CHBMIT,windows_scored_preictal_index_1600.csv,3.30e+03,0.0001,0.8499,DYNAMIC_FLOW
CHBMIT,windows_labeled_1511.csv,3.30e+03,0.0001,0.8499,DYNAMIC_FLOW
CHB_PRE_vs_INTER_20260218_133447,windows_labeled.csv,3.30e+03,0.0001,0.8499,DYNAMIC_FLOW
CHB_PRE_vs_INTER_20260218_133447,windows_scored_preictal_index.csv,3.30e+03,0.0001,0.8499,DYNAMIC_FLOW
CHB_PRED_20260218_121717,chb_window_timeseries_sample.csv,3.23e+02,0.0016,0.8484,DYNAMIC_FLOW
outputs_chbmit,chb02_17_delta_corr_timeseries.csv,1.28e+03,0.0003,0.8497,DYNAMIC_FLOW
chb03,chb03_chb03_01_functional_stability_stepC_dyn.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
chb03,chb03_chb03_01_functional_stability_stepC_entropy.csv,6.41e+02,0.0006,0.8494,DYNAMIC_FLOW
chb03,chb03_chb03_01_functional_stability_stepC_FSI_t.csv,6.40e+02,0.0006,0.8494,DYNAMIC_FLOW
EEG_Siena_Scalp,siena_PN_segments_120s_MAX20_stream.csv,5.81e+02,0.0004,0.8496,DYNAMIC_FLOW
EEG_Siena_Scalp,siena_PN_segments_120s_STEP2_stream.csv,6.82e+02,0.0003,0.8497,DYNAMIC_FLOW
RNS_Epilepsy-iBIDS,RNS_DETECTED_SIGNALS.csv,4.89e+03,408.0738,407.2238,CRITICAL_BREAKDOWN
EEGMMIDB,motorcycle.csv,3.38e+02,0.0063,0.8437,DYNAMIC_FLOW
EEGMMIDB,motorcycle_616.csv,3.38e+02,0.0063,0.8437,DYNAMIC_FLOW
EEGMMIDB,inventory_EEG_MOTOR.csv,3.50e+03,74.0683,73.2183,CRITICAL_BREAKDOWN
EEGMMIDB,inventory_EEG_MOTOR__1771539332.csv,3.50e+03,70.9209,70.0709,CRITICAL_BREAKDOWN
EEGMMIDB,inventory_EEG_MOTOR__1771539333.csv,3.50e+03,71.4607,70.6107,CRITICAL_BREAKDOWN
NEUROCORE_IRCCS_INDEX,inventory_full.csv,1.59e+02,101.5238,100.6738,CRITICAL_BREAKDOWN
PURSUE_LRP_ERN_Flanker,robotics_control_table.csv,1.13e+02,0.0061,0.8439,DYNAMIC_FLOW
Face_Processing,ds002718_faceproc_20260222_093430__ERP_WINDOW_FEATURES.csv,4.35e+02,0.0538,0.7962,DYNAMIC_FLOW
Face_Processing,ds002718_faceproc_20260222_093430__EVENTS_COUNTS.csv,4.35e+02,0.0104,0.8396,DYNAMIC_FLOW
Hypoalgesia_ds006902,NeuroCore_fNIRS_metrics_v5_1.csv,7.35e+03,0.0002,0.8498,DYNAMIC_FLOW
CSV,03_Neural_Network_Weights.csv,2.72e+03,1.9108,1.0608,CRITICAL_BREAKDOWN
CSV,04_Stock_Market_Volatility.csv,4.15e+02,0.0023,0.8477,DYNAMIC_FLOW
CSV,06_Global_Entropy_Signal.csv,6.79e+02,0.0334,0.8166,DYNAMIC_FLOW
CSV,07_Seismic_Vibrations.csv,6.04e+03,0.0079,0.8421,DYNAMIC_FLOW
CSV,08_Atmospheric_Flux.csv,3.56e+02,0.0322,0.8178,DYNAMIC_FLOW
CSV,09_Neuro_Spike_Train_Proxy.csv,3.48e+01,0.023,0.827,DYNAMIC_FLOW
CSV,02_Heart_Rate_Dynamics.csv,3.66e+03,0.0604,0.7896,DYNAMIC_FLOW
EEGMMIDB_Output,NeuroCore_IRCCS_CSP.csv,nan,,,DYNAMIC_FLOW
Cognitive_Electrophysiology_in_Socioeconomic_ds006018,NeuroCore_dataset_summary.csv,nan,,,DYNAMIC_FLOW
Epilepsy_Data,Epileptic Seizure Recognition.csv,4.95e+04,0.0023,0.8477,DYNAMIC_FLOW
Europa,NeuroCore_fNIRS_metrics_v5_1.csv,7.35e+03,0.0002,0.8498,DYNAMIC_FLOW
Face_processing_EEGLAB_ds002718_outputs,neurocore_events_features.csv,4.88e+02,0.0077,0.8423,DYNAMIC_FLOW
chbmit_run_20260213_102107,transitions.csv,5.22e+02,0.0001,0.8499,DYNAMIC_FLOW
chbmit_batch_v2_20260213_120037,batch_summary_partial.csv,1.06e+02,102.7954,101.9454,CRITICAL_BREAKDOWN
chbmit_batch_v2_20260213_120037,batch_summary_final.csv,1.06e+02,124.4487,123.5987,CRITICAL_BREAKDOWN
chbmit_batch_v2_20260213_120037,batch_rank_by_consistency.csv,1.47e+02,108.9591,108.1091,CRITICAL_BREAKDOWN
chbmit_run_20260213_214045,transitions.csv,5.22e+02,0.0001,0.8499,DYNAMIC_FLOW
data,umath-validation-set-log2.csv,1.10e+00,7007.8349,7006.9849,CRITICAL_BREAKDOWN
data,umath-validation-set-arcsinh.csv,6.93e-01,6601.4996,6600.6496,CRITICAL_BREAKDOWN
data,umath-validation-set-arctanh.csv,6.93e-01,6812.5425,6811.6925,CRITICAL_BREAKDOWN
data,umath-validation-set-sin.csv,nan,,,DYNAMIC_FLOW
data,umath-validation-set-cos.csv,nan,,,DYNAMIC_FLOW
data,umath-validation-set-cbrt.csv,0.00e+00,24339.7901,24338.9401,CRITICAL_BREAKDOWN
data,umath-validation-set-arctan.csv,1.10e+00,6671.6519,6670.8019,CRITICAL_BREAKDOWN
